day_of_month,weekday,month,year,hour_of_day,minute_of_hour,author,body
13,Saturday,July,2019,23,15,Carol,"""

It took more than 13 hours but the man said his wife's death was just too far"
27,Saturday,March,2021,22,58,Arizona,"""So what was her story?"" he asked, sitting in an armchair"
14,Monday,June,2021,7,25,Therese,I’m meeting some people at the Oak Room at 9 if you want to have dinner – if you change your mind
16,Monday,March,2020,22,38,Arizona,I think you’d like them
19,Thursday,December,2019,4,53,Arizona,"I mean to be honest, I wanted to do something out of the blue with these people"
28,Wednesday,April,2021,14,6,Therese,"I didn't like everything that the group has been through, but I know I can do something about it if it pays off"
2,Saturday,January,2021,9,33,Carol,"We have the great honor this year of having our first guest at the helm at the White House, and we will be back next year doing something big to make America great again"
2,Monday,December,2019,14,7,Carol,"There was some confusion over whether the press briefing was due this week, before they all got there through the White House driveway, or it came out next Tuesday evening"
6,Sunday,January,2019,2,27,Therese,<Media omitted>
16,Tuesday,July,2019,16,29,Arizona,<Media omitted>
11,Saturday,January,2020,22,18,Carol,President Trump had some issues with the Press Pool that I will explain later in this post
1,Thursday,April,2021,3,59,Arizona,"He didn't say, as I said, a lot of what I would like to say, but on some of the issues that have been thrown at him on the press pool talk before, that he didn't get involved before"
18,Saturday,December,2021,5,26,Carol,"The first thing that I want to address, you know, I don't think you have a great sense of what, to some degree, that was coming from the press pool"
11,Monday,March,2019,22,18,Carol,<Media omitted>
7,Sunday,June,2020,22,46,Arizona,<Media omitted>
29,Tuesday,December,2020,20,18,Carol,<Media omitted>
23,Wednesday,June,2021,3,12,Bette Porter,"""

You can learn more about our football team here"
7,Thursday,October,2021,14,35,Bette Porter,Click here for more on what's coming
15,Wednesday,January,2020,5,36,Therese,I’m meeting some people at the Oak Room at 9 if you want to have dinner – if you change your mind
20,Tuesday,October,2020,4,18,Waverly,<Media omitted>
29,Thursday,July,2021,20,48,Carol,<Media omitted>
14,Tuesday,December,2021,20,3,Bette Porter,<Media omitted>
4,Tuesday,May,2021,10,44,Waverly,"If you're ever wondering how great you are at writing in a game world, don't worry"
9,Tuesday,February,2021,13,51,Carol,This is a long story
13,Wednesday,February,2019,16,12,Arizona,"If you think that your ideas will work against you, read your bio and read your reviews (which means people who say you write have the right feedback too)"
22,Tuesday,September,2020,2,45,Waverly,Look around you and start talking to people from your group
12,Wednesday,May,2021,2,49,Waverly,"The longer you talk with people in the group, the better the community will be"
3,Wednesday,July,2019,13,33,Carol,"I'm not a game dev at all, but I know that"
13,Wednesday,February,2019,1,6,Waverly,"A lot helps to understand what works against you at work, as well as what doesn't, when it comes to your work"
14,Tuesday,July,2020,14,58,Bette Porter,<Media omitted>
1,Monday,June,2020,2,10,Carol,"What I'm saying is that my experience is very different, and it's not something you can completely rule out"
28,Tuesday,July,2020,21,43,Therese,<Media omitted>
5,Sunday,May,2019,18,48,Arizona,I’m going away for awhile
20,Wednesday,November,2019,6,7,Arizona,<Media omitted>
23,Friday,April,2021,18,27,Bette Porter,<Media omitted>
13,Sunday,October,2019,9,54,Bette Porter,Soon
20,Tuesday,August,2019,19,47,Arizona,"And I thought, perhaps, you might like to come with me"
29,Wednesday,July,2020,22,21,Arizona,<Media omitted>
30,Sunday,August,2020,11,27,Waverly,I didn't want to go alone
25,Saturday,September,2021,7,32,Waverly,But then how could you have been so selfish? I can't help it
20,Saturday,April,2019,20,35,Therese,<Media omitted>
22,Friday,January,2021,1,43,Arizona,So far
6,Saturday,February,2021,19,14,Bette Porter,To me
22,Monday,March,2021,21,20,Waverly,With so many more than I know
9,Tuesday,February,2021,10,13,Waverly,I will live forever more
3,Saturday,April,2021,12,20,Waverly,If I want to
20,Friday,September,2019,20,28,Waverly,Just for a day right now
31,Monday,May,2021,4,5,Therese,My friends in town
12,Tuesday,January,2021,6,33,Bette Porter,Just on the farm
10,Monday,May,2021,6,14,Arizona,"""

Mikki slowly lowered his head and closed his eyes"
29,Tuesday,June,2021,6,13,Arizona,"""Why do you do that?""

Nanji glared at him with an inquisitive look"
14,Thursday,November,2019,17,46,Carol,"""You must have learned it from my grandfather, and it's a pain in the ass to even say that"
2,Thursday,April,2020,22,7,Therese,"I wonder why your father died a long time ago?""

His eyes widened as he said it"
21,Thursday,January,2021,1,49,Arizona,"""That would be embarrassing—and quite frankly embarrassing—if he were right"
4,Wednesday,August,2021,13,18,Bette Porter,<Media omitted>
11,Thursday,July,2019,0,25,Arizona,"""Why are you so upset by it? I don't see why your heart, of all people's or whatever, would think that you aren't doing this"
16,Monday,March,2020,16,32,Bette Porter,"""

Nanji held up a palm"
10,Thursday,January,2019,9,11,Bette Porter,"""You have a right to your own opinions"
5,Monday,October,2020,0,12,Therese,<Media omitted>
21,Sunday,March,2021,7,19,Therese,"""Yes,"
1,Wednesday,January,2020,17,30,Carol,Invite me ’round
27,Friday,March,2020,20,4,Arizona,Thank everyone for your support as I try to get back to life like I always did
15,Saturday,February,2020,4,17,Bette Porter,And now don't forget to share this story with your fellow Heroes
4,Friday,January,2019,20,59,Arizona,Advertisements
11,Wednesday,September,2019,9,33,Waverly,<Media omitted>
15,Monday,November,2021,12,36,Carol,’ You're right
14,Tuesday,May,2019,18,50,Waverly,"Why ’t we give you up now’?""

Kiruna watched the light turn green and then smiled"
1,Friday,November,2019,20,45,Therese,<Media omitted>
10,Thursday,January,2019,8,44,Bette Porter,<Media omitted>
5,Sunday,May,2019,7,23,Bette Porter,<Media omitted>
28,Tuesday,September,2021,8,53,Bette Porter,"""That's what we did so you're just… what?」

""We were getting quite bored with doing something that I couldn't do"
15,Thursday,April,2021,5,32,Therese,<Media omitted>
7,Sunday,March,2021,16,41,Carol,And you've heard what I mean
7,Tuesday,December,2021,12,35,Carol,"Well, I think that kind of time comes down to a combination of laziness and the fact that you're getting tired of doing stuff that we're not doing, and the fact that you're not going out to your parents and spending much time with your mother"
18,Monday,November,2019,21,36,Carol,"So we started making time for you because…""

""Oh, that looks good"
21,Tuesday,January,2020,3,41,Bette Porter,Thank you
6,Thursday,June,2019,16,57,Bette Porter,<Media omitted>
23,Sunday,May,2021,14,46,Waverly,I'm glad you like that too
20,Tuesday,April,2021,11,51,Arizona,"We went after that food, for that"
28,Saturday,September,2019,10,18,Bette Porter,<Media omitted>
9,Wednesday,October,2019,0,46,Carol,This thing's sorta a strange feeling
30,Tuesday,July,2019,23,41,Carol,"「Well, let's talk about the lunch that we ate back in school"
2,Saturday,February,2019,12,6,Arizona,This is just from how we thought of it
22,Monday,July,2019,19,29,Bette Porter,<Media omitted>
18,Monday,February,2019,16,13,Carol,I’m meeting some people at the Oak Room at 9 if you want to have dinner – if you change your mind
8,Wednesday,July,2020,11,59,Carol,<Media omitted>
25,Friday,June,2021,11,50,Waverly,I know that you see my friend that says the same thing
26,Wednesday,August,2020,5,30,Carol,"I mean, I mean who do you think is going to go see this, because I think these people here are going to be like, ""Guys you probably don't know us"
29,Saturday,May,2021,10,32,Arizona,We've got a real story to tell
26,Monday,October,2020,3,0,Therese,""" And it's not gonna change, but it will make me think what I should be thinking as well"
1,Saturday,June,2019,14,25,Therese,So you all know what’m to be a good student
10,Friday,July,2020,11,31,Therese,<Media omitted>
3,Sunday,May,2020,12,46,Therese,NARRATOR: Even when he was only a sophomore — when he couldn't speak— he spent a lot of time at the Oak Room
4,Friday,October,2019,7,50,Waverly,<Media omitted>
13,Thursday,June,2019,4,27,Waverly,JIMMY WESZARD: I don't know if you remember it as much as I remember it
31,Tuesday,March,2020,3,52,Carol,NARRATOR: He also lived in North Carolina
28,Sunday,June,2020,2,23,Arizona,"JIMMY WESZARD: Well, I really haven't grown up in North Carolina"
28,Tuesday,May,2019,5,18,Therese,<Media omitted>
23,Wednesday,October,2019,18,13,Carol,"NARRATOR: Even now, young girls are so concerned about where they're going when they move into college"
26,Tuesday,March,2019,18,11,Arizona,JIMMY WESZARD: Right
26,Sunday,December,2021,14,11,Carol,<Media omitted>
11,Friday,October,2019,18,20,Arizona,"Let me take you to lunch, it’s the least I can do"
14,Tuesday,April,2020,1,59,Waverly,My mother and I never met but we didn't know each other's identities at first
23,Thursday,April,2020,20,21,Bette Porter,"You know, my friend who just died was a teenager"
29,Wednesday,July,2020,19,57,Arizona,My mother and I really didn't know each other as young as she is
16,Monday,March,2020,2,42,Bette Porter,<Media omitted>
11,Monday,February,2019,7,51,Therese,<Media omitted>
6,Thursday,August,2020,14,53,Therese,I don’t want anyone to think that my mother was very bad at caring for her children
25,Monday,October,2021,3,3,Therese,<Media omitted>
17,Thursday,June,2021,3,38,Waverly,"""

So as the couple's mother moved the family home, the girls got their own place of their own without them seeing each other, and as the parents were getting married for the season, they learned about each other's personalities"
29,Sunday,December,2019,16,15,Waverly,"""I think she's a little naive about her own situation,"" said Kelly and the others at the moment"
24,Saturday,April,2021,9,3,Carol,"""But she's right"
17,Friday,July,2020,11,57,Waverly,"""

The girls have known each other well"
23,Sunday,February,2020,17,44,Bette Porter,"After their parents' move for the season, their first name began being used to describe who she was and what she knew"
21,Wednesday,August,2019,4,14,Arizona,<Media omitted>
13,Sunday,June,2021,11,55,Therese,"""I mean,"
3,Saturday,August,2019,1,1,Carol,Invite me ’round
12,Tuesday,March,2019,20,20,Waverly,"If you want, you can go to their site and get in there and show him what you are capable of"
7,Thursday,November,2019,10,0,Bette Porter,Go back to Facebook and try and post him
7,Sunday,February,2021,21,19,Waverly,<Media omitted>
20,Friday,November,2020,3,34,Carol,Try talking to anyone you can
9,Tuesday,February,2021,4,18,Therese,Ask about if you can share his pictures or video
20,Monday,December,2021,17,8,Arizona,He might not like how you posted them
19,Monday,October,2020,18,59,Carol,<Media omitted>
20,Tuesday,August,2019,23,25,Waverly,"If the post does have a link (and if they are free) for him to see what you created on there, make sure it goes back to where you came from"
16,Tuesday,July,2019,11,32,Therese,"There may be a time or two where you think he is going to find what you created, but if that's not happening, he won't check back"
6,Saturday,November,2021,5,40,Waverly,Sometimes he might call you into his own room and ask if you can call
3,Wednesday,April,2019,17,40,Carol,<Media omitted>
23,Friday,August,2019,11,7,Therese,<Media omitted>
27,Thursday,February,2020,13,49,Waverly,"Once again, just keep in mind that he will likely never read your posts"
19,Sunday,January,2020,1,20,Therese,This is because he doesn't want to be exposed to your real world interaction or personal life
16,Saturday,May,2020,11,12,Therese,The only way out of this is by simply looking at your posts before posting anything
21,Thursday,May,2020,2,10,Arizona,"After a while, you will learn how to make more personal friends"
28,Saturday,March,2020,1,28,Therese,"For your chance to change others' minds, you should be able to do"
5,Thursday,March,2020,9,22,Carol,Maybe you’d like to come visit me sometime
16,Friday,April,2021,22,57,Carol,"I promise we'll feel in your little home here, as we're trying to keep it warm"
26,Wednesday,June,2019,9,15,Arizona,""" Harry leaned, gazing at the two girls around them"
16,Tuesday,April,2019,15,59,Therese,"""Just look at the place we stayed in last time"
8,Sunday,August,2021,20,21,Waverly,It looks beautiful and cozy
14,Monday,June,2021,16,51,Waverly,We had a wonderful time this time
28,Friday,February,2020,2,28,Arizona,Very lovely
18,Saturday,December,2021,18,6,Waverly,<Media omitted>
17,Saturday,July,2021,14,35,Waverly,""" There was a quick moment of silence following as Hermione nodded and pulled her in for some quick talk"
